backbone_id,sample_id,matched_CA_atom_count,global_ca_rmsd_A,global_backbone_rmsd_after_CA_fit_A,pocket_ca_rmsd_after_CA_fit_A,pocket_backbone_rmsd_after_CA_fit_A,ref_ca_rg_A,pred_ca_rg_A,delta_ca_rg_A,projected_min_protein_ligand_distance_A,projected_delta_ligand_clash_pair_count,projected_ligand_clash_pair_count_backbone,projected_ligand_clash_pair_count_sidechain,reference_contact_position_count,projected_contact_position_count,projected_contact_recovery_percent,projected_new_contact_percent,reference_hydrophobic_C_contact_pair_count,projected_hydrophobic_C_contact_pair_count,pred_mean_CA_Bfactor,pred_pocket_mean_CA_Bfactor,d_index,candidate_id,half_life_E_coli_in_vivo,instability_index,ligand_interface_sequence_recovery,sequence_recovery,stability_prediction,Sequence ID,solubility,usability,ligand_clash_total,is_stable,is_clash_free,is_full_contact_recovery,strict_gate_pass,conditional_gate_pass,accepted_representative,decision_status,selection_pool_rank,decision_note
buried_2_model_8,5,101,6.2551,6.2012,8.9258,8.9874,13.327,12.8864,-0.4406,0.6395,14,13,1,16,12,43.75,41.6667,19,73,0.8275,0.7826,4,buried_2_model_8_4,>10 h,23.23,0.7368,0.4653,Stable,buried_2_model_8_b0_d4,0.7822524084197698,0.4029098618290706,14,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_8,6,101,2.2111,2.171,2.445,2.4635,13.327,13.133,-0.1941,0.5999,28,7,21,16,15,62.5,33.3333,19,102,0.8306,0.7921,5,buried_2_model_8_5,>10 h,22.67,0.6842,0.4752,Stable,buried_2_model_8_b0_d5,0.7361525418162664,0.3884347223779033,28,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_8,7,101,1.4276,1.3809,1.9432,1.7985,13.327,13.1623,-0.1648,2.5311,0,0,0,16,11,68.75,0.0,19,8,0.8343,0.7959,6,buried_2_model_8_6,>10 h,26.56,0.7368,0.4752,Stable,buried_2_model_8_b0_d6,0.8037113654444104,0.4214242663798695,0,True,True,False,False,True,False,Conditional_selected,2.0,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_8,8,101,1.197,1.1436,1.4944,1.3752,13.327,13.2529,-0.0741,1.6743,3,1,2,16,13,75.0,7.6923,19,17,0.8247,0.7946,7,buried_2_model_8_7,>10 h,36.4,0.7368,0.4455,Stable,buried_2_model_8_b0_d7,0.7666440193793242,0.3964680770181524,3,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_8,9,101,2.9324,2.9058,3.5155,3.4937,13.327,12.8742,-0.4528,0.5298,22,2,20,16,14,50.0,42.8571,19,105,0.8546,0.8129,8,buried_2_model_8_8,>10 h,27.1,0.6842,0.495,Stable,buried_2_model_8_b0_d8,0.7878505775931434,0.386483946140173,22,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_8,10,101,3.1369,3.0983,4.5849,4.4575,13.327,13.109,-0.2181,0.777,18,6,12,16,15,56.25,40.0,19,99,0.8296,0.7866,9,buried_2_model_8_9,>10 h,29.35,0.7368,0.4554,Stable,buried_2_model_8_b0_d9,0.7130383576076532,0.3524995258225971,18,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,1,101,0.8564,0.838,0.5552,0.5359,13.5822,13.6386,0.0564,2.3629,0,0,0,17,18,88.2353,16.6667,20,35,0.875,0.8768,0,buried_2_model_9_0,>10 h,29.07,0.5,0.6238,Stable,buried_2_model_9_b0_d0,0.8918991178587188,0.4823361910725665,0,True,True,False,False,True,False,Conditional_selected,3.0,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,2,101,1.6954,1.6562,1.5398,1.4851,13.5822,13.2804,-0.3018,0.6722,18,1,17,17,20,82.3529,30.0,20,93,0.8479,0.8428,1,buried_2_model_9_1,>10 h,40.45,0.4091,0.5743,Potentially unstable,buried_2_model_9_b0_d1,0.902665319931795,0.5224332832918558,18,False,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,3,101,0.6515,0.6653,0.4989,0.4763,13.5822,13.5286,-0.0537,2.1158,0,0,0,17,20,94.1176,20.0,20,35,0.8715,0.8743,2,buried_2_model_9_2,>10 h,18.56,0.5,0.5842,Stable,buried_2_model_9_b0_d2,0.9204529693786488,0.516092618738838,0,True,True,False,False,True,True,Conditional_selected,1.0,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,4,101,0.7715,0.8403,0.5285,0.5096,13.5822,13.5421,-0.0401,1.8606,2,0,2,17,17,88.2353,11.7647,20,40,0.8715,0.8743,3,buried_2_model_9_3,>10 h,43.26,0.4545,0.5644,Potentially unstable,buried_2_model_9_b0_d3,0.8572565033791797,0.3613284743318029,2,False,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,5,101,0.7659,0.7367,0.4954,0.4862,13.5822,13.5786,-0.0037,2.505,0,0,0,17,17,88.2353,11.7647,20,33,0.8745,0.8749,4,buried_2_model_9_4,>10 h,36.13,0.5455,0.6337,Stable,buried_2_model_9_b0_d4,0.8831369255647044,0.5387264679132789,0,True,True,False,False,True,False,Conditional_selected,2.0,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,6,101,0.6653,0.6472,0.4969,0.4876,13.5822,13.4567,-0.1255,1.4427,3,0,3,17,19,94.1176,15.7895,20,46,0.8679,0.8671,5,buried_2_model_9_5,>10 h,30.42,0.5,0.5842,Stable,buried_2_model_9_b0_d5,0.8638426808511468,0.4255139938146943,3,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,7,101,0.8875,0.9694,0.5325,0.5155,13.5822,13.6029,0.0206,1.9443,1,0,1,17,19,88.2353,21.0526,20,38,0.8641,0.8691,6,buried_2_model_9_6,>10 h,23.88,0.4091,0.5644,Stable,buried_2_model_9_b0_d6,0.8504932822481044,0.4172313016984277,1,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,8,101,0.7069,0.6865,0.521,0.506,13.5822,13.4985,-0.0837,1.9774,1,0,1,17,20,94.1176,20.0,20,31,0.8702,0.8714,7,buried_2_model_9_7,>10 h,38.32,0.4545,0.5545,Stable,buried_2_model_9_b0_d7,0.8607787832652978,0.4694708607362921,1,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,9,101,1.4996,1.4723,1.434,1.4438,13.5822,13.3982,-0.184,0.4766,20,0,20,17,20,82.3529,30.0,20,97,0.8696,0.8763,8,buried_2_model_9_8,>10 h,38.18,0.4545,0.5743,Stable,buried_2_model_9_b0_d8,0.914097240304339,0.5039585526132673,20,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_2_model_9,10,101,2.0071,1.9971,1.9174,1.9365,13.5822,13.4064,-0.1758,0.688,20,1,19,17,20,82.3529,30.0,20,106,0.8472,0.8446,9,buried_2_model_9_9,>10 h,30.27,0.5455,0.5941,Stable,buried_2_model_9_b0_d9,0.8798686796414634,0.4491006646071094,20,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_4,1,145,0.5714,0.5606,0.3939,0.39,13.9319,13.9195,-0.0123,1.7848,0,0,2,17,17,94.1176,5.8824,13,26,0.9031,0.9084,0,buried_3_model_4_0,>10 h,33.91,0.6316,0.4828,Stable,buried_3_model_4_b0_d0,0.8597074820998529,0.519424086904944,2,True,False,False,False,False,False,Rejected_repair_required,4.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,2,145,0.66,0.6451,0.6097,0.6123,13.9319,13.8702,-0.0617,1.583,2,0,4,17,17,82.3529,17.6471,13,42,0.8916,0.8991,1,buried_3_model_4_1,>10 h,25.79,0.5263,0.469,Stable,buried_3_model_4_b0_d1,0.9213394906774764,0.6346706288983214,4,True,False,False,False,False,False,Rejected_repair_required,6.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,3,145,7.0035,6.9546,1.0866,1.0811,13.9319,14.2419,0.3101,1.7713,0,0,2,17,16,76.4706,18.75,13,30,0.8616,0.8965,2,buried_3_model_4_2,>10 h,36.7,0.5263,0.4621,Stable,buried_3_model_4_b0_d2,0.9150724137361748,0.4981573054682653,2,True,False,False,False,False,False,Rejected_repair_required,5.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,4,145,0.6696,0.6564,0.5015,0.5232,13.9319,13.9151,-0.0168,0.6898,5,0,7,17,18,88.2353,16.6667,13,29,0.8928,0.8933,3,buried_3_model_4_3,>10 h,30.17,0.4737,0.4414,Stable,buried_3_model_4_b0_d3,0.9269116937998584,0.7335252999171382,7,True,False,False,False,False,False,Rejected_repair_required,8.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,5,145,0.7114,0.6977,0.6072,0.6318,13.9319,13.8887,-0.0432,0.3947,6,0,8,17,19,94.1176,15.7895,13,34,0.8929,0.8886,4,buried_3_model_4_4,>10 h,36.64,0.4737,0.469,Stable,buried_3_model_4_b0_d4,0.8976610197358118,0.6109547667865618,8,True,False,False,False,False,False,Rejected_repair_required,9.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,6,145,0.5389,0.5269,0.4552,0.4411,13.9319,13.9418,0.0099,1.9552,-1,0,1,17,17,88.2353,11.7647,13,24,0.8902,0.8983,5,buried_3_model_4_5,>10 h,27.05,0.5263,0.4276,Stable,buried_3_model_4_b0_d5,0.877539149528922,0.6425319984548323,1,True,False,False,False,False,False,Rejected_repair_required,2.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,7,145,0.5695,0.5566,0.4952,0.4646,13.9319,13.8977,-0.0342,1.3747,3,0,5,17,17,82.3529,17.6471,13,34,0.9081,0.9123,6,buried_3_model_4_6,>10 h,37.32,0.5789,0.469,Stable,buried_3_model_4_b0_d6,0.9262873626801236,0.5775204584438361,5,True,False,False,False,False,False,Rejected_repair_required,7.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,8,145,6.6987,6.662,0.9063,0.9471,13.9319,14.1209,0.189,1.7014,-1,0,1,17,18,94.1176,11.1111,13,32,0.8244,0.8649,7,buried_3_model_4_7,>10 h,33.07,0.5789,0.4759,Stable,buried_3_model_4_b0_d7,0.928681778512376,0.7211330386455002,1,True,False,False,False,False,False,Rejected_repair_required,1.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,9,145,0.8468,0.8327,0.683,0.7308,13.9319,13.9339,0.0021,1.7644,0,0,2,17,18,100.0,5.5556,13,26,0.8852,0.891,8,buried_3_model_4_8,>10 h,28.34,0.5789,0.469,Stable,buried_3_model_4_b0_d8,0.8818489704651794,0.7161126398058582,2,True,False,True,False,False,False,Rejected_repair_required,3.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_4,10,145,1.4784,1.3966,1.5125,1.3645,13.9319,13.8188,-0.113,0.914,9,0,11,17,17,70.5882,29.4118,13,43,0.8822,0.8703,9,buried_3_model_4_9,>10 h,27.32,0.5789,0.469,Stable,buried_3_model_4_b0_d9,0.9212504959892756,0.6239939740506782,11,True,False,False,False,False,False,Rejected_repair_required,10.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_5,1,145,1.803,1.7401,2.462,2.3402,13.5087,13.7524,0.2437,2.4392,0,0,0,13,13,76.9231,23.0769,13,4,0.832,0.8201,0,buried_3_model_5_0,>10 h,16.9,0.4667,0.5931,Stable,buried_3_model_5_b0_d0,0.6844216969821819,0.3456963215015081,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,2,145,0.7816,0.8042,0.8144,0.8795,13.5087,13.5201,0.0114,2.2376,0,0,0,13,16,100.0,18.75,13,12,0.8646,0.8608,1,buried_3_model_5_1,>10 h,25.52,0.4667,0.5586,Stable,buried_3_model_5_b0_d1,0.7514842952541254,0.3778011976597731,0,True,True,True,True,True,False,Strict_selected,2.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,3,145,0.936,0.9217,0.9672,1.0486,13.5087,13.5299,0.0212,1.9633,1,0,1,13,15,92.3077,20.0,13,7,0.8672,0.8633,2,buried_3_model_5_2,>10 h,9.18,0.5333,0.5862,Stable,buried_3_model_5_b0_d2,0.7995683580545659,0.4123058002254544,1,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,4,145,0.8647,0.8548,0.9138,0.9926,13.5087,13.488,-0.0207,2.2422,0,0,0,13,15,92.3077,20.0,13,12,0.8599,0.8574,3,buried_3_model_5_3,>10 h,13.09,0.4667,0.5862,Stable,buried_3_model_5_b0_d3,0.7127663679597206,0.3865074194527352,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,5,145,0.723,0.725,0.7606,0.8598,13.5087,13.4546,-0.0541,2.2837,0,0,0,13,15,100.0,13.3333,13,10,0.8716,0.8667,4,buried_3_model_5_4,>10 h,16.61,0.5333,0.6,Stable,buried_3_model_5_b0_d4,0.7236559732092683,0.356689870652242,0,True,True,True,True,True,True,Strict_selected,1.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,6,145,0.7155,0.6975,0.7232,0.7267,13.5087,13.4792,-0.0295,2.1295,0,0,0,13,15,84.6154,26.6667,13,19,0.861,0.8518,5,buried_3_model_5_5,>10 h,12.81,0.4,0.5793,Stable,buried_3_model_5_b0_d5,0.7386030784070414,0.3512374225439114,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,7,145,1.0922,1.0997,1.2105,1.2711,13.5087,13.5523,0.0436,2.2854,0,0,0,13,14,84.6154,21.4286,13,4,0.871,0.8672,6,buried_3_model_5_6,>10 h,19.46,0.4667,0.5931,Stable,buried_3_model_5_b0_d6,0.7641138069775647,0.3876978929009675,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,8,145,0.773,0.7787,0.8649,0.9468,13.5087,13.4416,-0.0671,2.0043,0,0,0,13,13,92.3077,7.6923,13,13,0.8635,0.854,7,buried_3_model_5_7,>10 h,10.42,0.5333,0.6,Stable,buried_3_model_5_b0_d7,0.6998398947857905,0.3679814359706412,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,9,145,1.6312,1.534,1.893,1.7128,13.5087,13.5285,0.0198,2.1433,0,0,0,13,16,92.3077,25.0,13,10,0.8697,0.8636,8,buried_3_model_5_8,>10 h,11.95,0.5333,0.6,Stable,buried_3_model_5_b0_d8,0.6919233457751909,0.3874930134260389,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_5,10,145,0.8576,0.8497,0.7664,0.8308,13.5087,13.4961,-0.0126,2.194,0,0,0,13,15,92.3077,20.0,13,14,0.8703,0.8672,9,buried_3_model_5_9,>10 h,13.91,0.4667,0.5517,Stable,buried_3_model_5_b0_d9,0.7433275216351899,0.3882542816192433,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,1,145,0.6296,0.6195,0.6211,0.6151,14.3027,14.1897,-0.113,0.5756,7,0,8,19,19,89.4737,10.5263,19,40,0.8708,0.8748,0,buried_3_model_6_0,>10 h,35.15,0.45,0.4828,Stable,buried_3_model_6_b0_d0,0.863295197472292,0.5437065294529144,8,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,2,145,0.7914,0.8176,0.6263,0.6392,14.3027,14.3035,0.0008,0.4666,6,0,7,19,20,94.7368,10.0,19,44,0.8748,0.8822,1,buried_3_model_6_1,>10 h,22.14,0.55,0.5241,Stable,buried_3_model_6_b0_d1,0.8476830006704141,0.4873513793838769,7,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,3,145,0.7434,0.7356,0.6095,0.608,14.3027,14.2623,-0.0404,2.015,-1,0,0,19,17,84.2105,5.8824,19,29,0.8776,0.8828,2,buried_3_model_6_2,>10 h,27.02,0.45,0.4966,Stable,buried_3_model_6_b0_d2,0.8091124463135868,0.4729155347411053,0,True,True,False,False,True,True,Conditional_selected,1.0,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,4,145,0.5213,0.5484,0.4856,0.4733,14.3027,14.2791,-0.0236,0.8322,6,0,7,19,19,94.7368,5.2632,19,46,0.8806,0.8868,3,buried_3_model_6_3,>10 h,26.51,0.5,0.531,Stable,buried_3_model_6_b0_d3,0.8176311249362881,0.4668867592642445,7,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,5,145,0.6311,0.6319,0.4731,0.4627,14.3027,14.3208,0.0181,0.7435,10,0,11,19,21,100.0,9.5238,19,40,0.8745,0.8792,4,buried_3_model_6_4,>10 h,40.84,0.5,0.4345,Potentially unstable,buried_3_model_6_b0_d4,0.8955521580736656,0.5419719103207853,11,False,False,True,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,6,145,0.5152,0.5059,0.4035,0.3978,14.3027,14.2044,-0.0982,1.0201,5,0,6,19,19,89.4737,10.5263,19,43,0.8625,0.8666,5,buried_3_model_6_5,>10 h,23.21,0.5,0.5655,Stable,buried_3_model_6_b0_d5,0.8900053131272176,0.5481335513928615,6,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,7,145,0.5675,0.5599,0.5525,0.5453,14.3027,14.1658,-0.1369,1.3449,5,0,6,19,18,89.4737,5.5556,19,41,0.8641,0.8675,6,buried_3_model_6_6,>10 h,37.34,0.5,0.4552,Stable,buried_3_model_6_b0_d6,0.8293681947224008,0.555618560328538,6,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,8,145,0.513,0.5043,0.4299,0.4168,14.3027,14.1585,-0.1442,0.8238,6,0,7,19,19,94.7368,5.2632,19,38,0.8714,0.8763,7,buried_3_model_6_7,>10 h,28.8,0.5,0.5103,Stable,buried_3_model_6_b0_d7,0.861878081031978,0.5418997727118142,7,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,9,145,1.6258,1.6146,1.3788,1.3875,14.3027,14.2601,-0.0426,0.4113,10,0,11,19,17,78.9474,11.7647,19,67,0.8676,0.8715,8,buried_3_model_6_8,>10 h,30.73,0.5,0.5586,Stable,buried_3_model_6_b0_d8,0.8295632090020888,0.4852110355918489,11,True,False,False,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_6,10,145,0.6169,0.6439,0.4996,0.4917,14.3027,14.2012,-0.1015,0.8804,6,0,7,19,20,100.0,5.0,19,41,0.8656,0.8689,9,buried_3_model_6_9,>10 h,16.86,0.5,0.5241,Stable,buried_3_model_6_b0_d9,0.8881891793847163,0.5867704482974162,7,True,False,True,False,False,False,Conditional_selected,,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_3_model_7,1,145,0.4862,0.4843,0.4073,0.4135,14.5468,14.5218,-0.025,1.969,1,0,1,18,18,88.8889,11.1111,17,15,0.8726,0.8778,0,buried_3_model_7_0,>10 h,26.25,0.55,0.4552,Stable,buried_3_model_7_b0_d0,0.8120796269417022,0.5595115581427907,1,True,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,2,145,0.4652,0.4544,0.4029,0.4137,14.5468,14.4634,-0.0834,1.7805,1,0,1,18,17,88.8889,5.8824,17,23,0.8592,0.8666,1,buried_3_model_7_1,>10 h,32.88,0.55,0.4552,Stable,buried_3_model_7_b0_d1,0.8815487221491874,0.5145321274651335,1,True,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,3,145,0.6174,0.6105,0.5981,0.5833,14.5468,14.5019,-0.0449,0.8573,5,0,5,18,15,77.7778,6.6667,17,34,0.8747,0.8804,2,buried_3_model_7_2,>10 h,35.23,0.65,0.4966,Stable,buried_3_model_7_b0_d2,0.8492284600385075,0.5607488588963564,5,True,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,4,145,10.3784,10.2176,8.076,8.191,14.5468,14.5719,0.0251,0.8634,25,24,1,18,15,44.4444,46.6667,17,100,0.7815,0.776,3,buried_3_model_7_3,>10 h,35.52,0.55,0.5172,Stable,buried_3_model_7_b0_d3,0.8185210913554505,0.5606827375401595,25,True,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,5,145,0.4623,0.4525,0.4108,0.4091,14.5468,14.4772,-0.0696,2.0823,0,0,0,18,18,88.8889,11.1111,17,22,0.876,0.8811,4,buried_3_model_7_4,>10 h,40.91,0.55,0.4621,Potentially unstable,buried_3_model_7_b0_d4,0.8273925330015446,0.5721217819167095,0,False,True,False,False,False,False,Rejected_repair_required,1.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,6,145,12.8016,12.738,12.9917,13.1667,14.5468,14.8266,0.2799,0.3235,24,3,21,18,21,61.1111,47.619,17,106,0.7584,0.7599,5,buried_3_model_7_5,>10 h,43.14,0.6,0.4897,Potentially unstable,buried_3_model_7_b0_d5,0.8566202899020027,0.6298456672093318,24,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,7,145,0.5841,0.5742,0.4887,0.5013,14.5468,14.4853,-0.0615,0.9396,2,0,2,18,17,83.3333,11.7647,17,22,0.8676,0.8748,6,buried_3_model_7_6,>10 h,17.97,0.55,0.5103,Stable,buried_3_model_7_b0_d6,0.7756305799834036,0.5240797910676489,2,True,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,8,145,1.8438,1.7965,1.7429,1.6248,14.5468,14.3682,-0.1786,0.613,4,0,4,18,19,83.3333,21.0526,17,44,0.8439,0.8448,7,buried_3_model_7_7,>10 h,30.92,0.6,0.5103,Stable,buried_3_model_7_b0_d7,0.8524449464107986,0.5529971227491253,4,True,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,9,145,0.5261,0.5248,0.5097,0.5209,14.5468,14.4716,-0.0752,1.9809,1,0,1,18,18,88.8889,11.1111,17,15,0.8847,0.8858,8,buried_3_model_7_8,>10 h,42.02,0.55,0.4552,Potentially unstable,buried_3_model_7_b0_d8,0.8854515698194072,0.6919543907409864,1,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_3_model_7,10,145,0.4554,0.4489,0.3656,0.3682,14.5468,14.4816,-0.0651,1.6718,2,0,2,18,17,88.8889,5.8824,17,21,0.9041,0.9073,9,buried_3_model_7_9,>10 h,43.21,0.65,0.4552,Potentially unstable,buried_3_model_7_b0_d9,0.8855997086578764,0.6958186794330317,2,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_4_model_0,1,114,0.7525,0.7664,0.5366,0.5405,12.5308,12.5315,0.0007,0.3749,8,0,8,15,17,100.0,11.7647,38,36,0.8465,0.853,0,buried_4_model_0_0,>10 h,32.85,0.4118,0.4123,Stable,buried_4_model_0_b0_d0,0.8656134696511792,0.3807602984411969,8,True,False,True,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
